"basisOfRecord","eventID","occurrenceID","individualCount","taxonID","scientificName","kingdom","phylum","class","taxonRank","vernacularName","occurrenceRemarks"
"HumanObservation","20140123_mida","20140123_mida_gubter1",10,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20140211_mida","20140211_mida_gubter1",36,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20140307_mida","20140307_mida_gubter1",13,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20140423_mida","20140423_mida_gubter1",11,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20140507_mida","20140507_mida_gubter1",8,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20140819_mida","20140819_mida_gubter1",6,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20140906_mida","20140906_mida_gubter1",2,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20140917_mida","20140917_mida_gubter1",1,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20141016_mida","20141016_mida_gubter1",69,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20141215_mida","20141215_mida_gubter1",114,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20150117_mida","20150117_mida_gubter1",62,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20150212_mida","20150212_mida_gubter1",123,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20150526_mida","20150526_mida_gubter1",3,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20150723_mida","20150723_mida_gubter1",4,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | 08:22 (2,79 m)"
"HumanObservation","20150824_mida","20150824_mida_gubter1",1,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | 10:00 (2,55 m)"
"HumanObservation","20150917_mida","20150917_mida_gubter1",16,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20151104_mida","20151104_mida_gubter1",83,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20160120_mida","20160120_mida_gubter1",87,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20170120_mida","20170120_mida_gubter1",47,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern","Real count | HT 9:04 am/2.38 m"
"HumanObservation","20170831_mida","20170831_mida_gubter1",2,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20170901_mida","20170901_mida_gubter1",92,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20171028_mida","20171028_mida_gubter1",118,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | Lanner disturbed whole roost and most small waders left"
"HumanObservation","20171212_mida","20171212_mida_gubter1",95,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20180220_mida","20180220_mida_gubter1",33,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20180222_mida","20180222_mida_gubter1",76,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20180309_mida","20180309_mida_gubter1",8,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20180411_mida","20180411_mida_gubter1",4,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20180606_mida","20180606_mida_gubter1",1,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20180918_mida","20180918_mida_gubter1",7,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20181017_mida","20181017_mida_gubter1",24,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20181218_mida","20181218_mida_gubter1",47,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20190118_mida","20190118_mida_gubter1",56,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20190314_mida","20190314_mida_gubter1",107,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20191008_mida","20191008_mida_gubter1",41,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20191204_mida","20191204_mida_gubter1",12,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20200220_mida","20200220_mida_gubter1",33,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern","Real count | "
"HumanObservation","20200320_mida","20200320_mida_gubter1",10,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern","+/-10 | "
"HumanObservation","20200331_mida","20200331_mida_gubter1",1,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern","0 (exact) | "
"HumanObservation","20200414_mida","20200414_mida_gubter1",4,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern","0 (exact) | "
"HumanObservation","20200912_mida","20200912_mida_gubter1",6,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20200913_mida","20200913_mida_gubter1",41,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | 2th attempft after the previous day, skimmer disturbing small waders"
"HumanObservation","20201011_mida","20201011_mida_gubter1",81,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20201125_mida","20201125_mida_gubter1",31,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20201209_mida","20201209_mida_gubter1",50,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern","+/-10 | "
"HumanObservation","20210126_mida","20210126_mida_gubter1",66,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20210306_mida","20210306_mida_gubter1",66,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20210407_mida","20210407_mida_gubter1",1,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20210518_mida","20210518_mida_gubter1",2,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20210602_mida","20210602_mida_gubter1",2,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20210803_mida","20210803_mida_gubter1",2,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20210901_mida","20210901_mida_gubter1",37,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20211002_mida","20211002_mida_gubter1",35,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20211214_mida","20211214_mida_gubter1",27,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20220126_mida","20220126_mida_gubter1",17,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20220213_mida","20220213_mida_gubter1",45,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | Tide not very low, leaving huge mudflats exposed. Some waders didn’t come close . Sand plovers were hards to get exact numbers (c~450)"
"HumanObservation","20220314_mida","20220314_mida_gubter1",110,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20220408_mida","20220408_mida_gubter1",20,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20220821_mida","20220821_mida_gubter1",3,"gubter1","Gelochelidon nilotica","Animalia","Chordata","Aves","Species","Gull-Billed Tern"," | "
"HumanObservation","20140123_mida","20140123_mida_hadibi1",1,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20140507_mida","20140507_mida_hadibi1",19,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20140620_mida","20140620_mida_hadibi1",2,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20141215_mida","20141215_mida_hadibi1",2,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20150526_mida","20150526_mida_hadibi1",9,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20150723_mida","20150723_mida_hadibi1",3,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | 08:22 (2,79 m)"
"HumanObservation","20160120_mida","20160120_mida_hadibi1",2,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20171028_mida","20171028_mida_hadibi1",1,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | Lanner disturbed whole roost and most small waders left"
"HumanObservation","20180309_mida","20180309_mida_hadibi1",20,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20180510_mida","20180510_mida_hadibi1",7,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20180706_mida","20180706_mida_hadibi1",3,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20181218_mida","20181218_mida_hadibi1",2,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20190625_mida","20190625_mida_hadibi1",2,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20191204_mida","20191204_mida_hadibi1",3,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20200713_mida","20200713_mida_hadibi1",12,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis","+/-10 | "
"HumanObservation","20200813_mida","20200813_mida_hadibi1",5,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20210518_mida","20210518_mida_hadibi1",6,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20220606_mida","20220606_mida_hadibi1",23,"hadibi1","Bostrychia hagedash","Animalia","Chordata","Aves","Species","Hadada Ibis"," | "
"HumanObservation","20191008_mida","20191008_mida_hottea1",6,"hottea1","Spatula hottentota","Animalia","Chordata","Aves","Species","Hottentot Teal"," | "
"HumanObservation","20010121_mida","20010121_mida_kenplo1",1,"kenplo1","Charadrius alexandrinus","Animalia","Chordata","Aves","Species","Kentish Plover"," | "
"HumanObservation","20140423_mida","20140423_mida_kitplo1",2,"kitplo1","Charadrius pecuarius","Animalia","Chordata","Aves","Species","Kittlitz'S Plover"," | "
"HumanObservation","20170901_mida","20170901_mida_kitplo1",3,"kitplo1","Charadrius pecuarius","Animalia","Chordata","Aves","Species","Kittlitz'S Plover"," | "
"HumanObservation","20200529_mida","20200529_mida_comduc2",1,"comduc2","Sarkidiornis melanotos","Animalia","Chordata","Aves","Species","Knob-Billed Duck","0 (exact) | seen in flight right before th count"
"HumanObservation","19990310_mida","19990310_mida_lecter2",60,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","19990510_mida","19990510_mida_lecter2",27,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","20000129_mida","20000129_mida_lecter2",78,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","20000425_mida","20000425_mida_lecter2",11,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","20010121_mida","20010121_mida_lecter2",4,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","20040204_mida","20040204_mida_lecter2",3,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","20050124_mida","20050124_mida_lecter2",4,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","20070126_mida","20070126_mida_lecter2",39,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","20080130_mida","20080130_mida_lecter2",9,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","20090731_mida","20090731_mida_lecter2",6,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | CJ: ""By 11:20 all small waders had gone - therefore not good representative count"""
"HumanObservation","20091128_mida","20091128_mida_lecter2",28,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","20100124_mida","20100124_mida_lecter2",1,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","20100508_mida","20100508_mida_lecter2",11,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","20110112_mida","20110112_mida_lecter2",88,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","20110428_mida","20110428_mida_lecter2",20,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
"HumanObservation","20120120_mida","20120120_mida_lecter2",10,"lecter2","Thalasseus bengalensis","Animalia","Chordata","Aves","Species","Lesser Crested Tern"," | "
